Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,1.9856631,0.08655135,0.12628954,0.24565997,0.1602618,0.26002805,0.3849774,0.42923484,0.29266012
"Single-Family Detached  (Own/Rent), 2 BR",    Below Median,185000,2.0428912,0.12421336,0.17229792,0.35149997,0.19857029,0.27952588,0.32736604,0.34752856,0.24188917
"Single-Family Detached  (Own/Rent), 2 BR",    Above Median,185000,1.926072,0.04733427,0.07838147,0.1354498,0.12037155,0.23972516,0.44496755,0.5143148,0.34552742
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.7006231,0.1714095,0.50609647,0.4579514,0.39987568,0.39043417,0.36647118,0.28202241,0.12636234
"Single-Family Detached  (Own/Rent), 3 BR",    Below Median,220000,2.6847821,0.17162843,0.53234848,0.52063787,0.4040992,0.36820428,0.33133102,0.23757765,0.11895514
"Single-Family Detached  (Own/Rent), 3 BR",    Above Median,220000,2.7178402,0.17117155,0.47756417,0.38981988,0.39528529,0.41459499,0.40466368,0.33032771,0.13441295
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.6155965,0.27215874,1.0568641,0.54490151,0.63985239,0.61569473,0.30248244,0.13551341,0.04812925
"Single-Family Detached  (Own/Rent), 4-5 BR",    Below Median,315000,3.6867721,0.2915208,1.0683813,0.65495381,0.63814186,0.58719443,0.2770561,0.12076316,0.04876067
"Single-Family Detached  (Own/Rent), 4-5 BR",    Above Median,315000,3.5399411,0.25157803,1.0446219,0.42792255,0.64167058,0.64598883,0.32950911,0.15119205,0.0474581
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.6015534,0.04760562,0.0662094,0.32923048,0.1484857,0.13793103,0.22913339,0.33709167,0.30586614
"Single-Family Attached  (Own/Rent), 2 BR",    Below Median,155000,1.5350525,0.05031484,0.08353823,0.3677961,0.13961019,0.1462069,0.17745127,0.28149925,0.28863568
