Structure,VALUE_TENURE,value_range,PERSONS,0-4,5-17,18-34,35-44,45-54,55-64,65-74,75+
"Single-Family Detached  (Own/Rent), 2 BR",All Values,,2.0957305,0.09973833,0.22794431,0.39930001,0.23259249,0.27521447,0.36034801,0.28718492,0.21340797
"Single-Family Detached  (Own/Rent), 2 BR",First Tercile,Below 88000,1.9059658,0.08132132,0.18383083,0.38456397,0.20202166,0.2547682,0.33718511,0.26969296,0.19258172
"Single-Family Detached  (Own/Rent), 2 BR",Second Tercile,88000 to 160000,2.1381417,0.12144705,0.25285142,0.4841394,0.24301694,0.25987327,0.34779516,0.25109272,0.17792577
"Single-Family Detached  (Own/Rent), 2 BR",Third Tercile ,Above 160000,2.2327913,0.09526578,0.24460239,0.32755411,0.25104359,0.31009884,0.39499076,0.340234,0.26900187
"Single-Family Detached  (Own/Rent), 3 BR",All Values,,2.6930341,0.15372551,0.45903895,0.49000456,0.34450598,0.35668105,0.40201684,0.30002839,0.18703285
"Single-Family Detached  (Own/Rent), 3 BR",First Tercile,Below 140000,2.5774676,0.14874144,0.4608173,0.50944422,0.32098983,0.31270859,0.35956876,0.27283523,0.19236219
"Single-Family Detached  (Own/Rent), 3 BR",Second Tercile,140000 to 246000,2.7790085,0.15919248,0.49099545,0.53784396,0.36441371,0.3664064,0.39083877,0.29355662,0.17576112
"Single-Family Detached  (Own/Rent), 3 BR",Third Tercile ,Above 246000,2.7176615,0.1530582,0.42594233,0.42461245,0.34714486,0.38865099,0.45309755,0.3320743,0.19308084
"Single-Family Detached  (Own/Rent), 4-5 BR",All Values,,3.4087517,0.21570428,0.78489483,0.60176064,0.47301403,0.50501745,0.43550606,0.26385539,0.12899903
"Single-Family Detached  (Own/Rent), 4-5 BR",First Tercile,Below 225000,3.4609326,0.22152918,0.80667905,0.73853636,0.45634316,0.44049258,0.38733802,0.25572527,0.15428899
"Single-Family Detached  (Own/Rent), 4-5 BR",Second Tercile,225000 to 387000,3.4419439,0.21466142,0.76190851,0.6321591,0.48341523,0.51440157,0.44848088,0.27246903,0.11444813
"Single-Family Detached  (Own/Rent), 4-5 BR",Third Tercile ,Above 387000,3.3288138,0.21116952,0.78557679,0.44454783,0.47913747,0.55725493,0.46898389,0.26356864,0.11857478
"Single-Family Attached  (Own/Rent), 2 BR",All Values,,1.9595553,0.11765464,0.19358326,0.4319921,0.26736437,0.2420596,0.27022055,0.2382442,0.19843662
"Single-Family Attached  (Own/Rent), 2 BR",First Tercile,Below 150000,1.9437049,0.13864339,0.21726354,0.48979144,0.2341718,0.23886489,0.26373385,0.19406127,0.16717472
"Single-Family Attached  (Own/Rent), 2 BR",Second Tercile,150000 to 210000,1.9895469,0.11009036,0.21406341,0.46966022,0.29517697,0.2530211,0.24055034,0.22853034,0.17845414
"Single-Family Attached  (Own/Rent), 2 BR",Third Tercile ,Above 210000,1.9453577,0.10492749,0.15077143,0.33957776,0.27194847,0.23437664,0.30554211,0.2901766,0.24803721
"Single-Family Attached  (Own/Rent), 3 BR",All Values,,2.6970389,0.1752229,0.50031902,0.55813497,0.3797546,0.35307975,0.32740286,0.25241718,0.15070757
"Single-Family Attached  (Own/Rent), 3 BR",First Tercile,Below 183000,2.727764,0.16657407,0.61288449,0.66243245,0.31276832,0.36062427,0.30185868,0.18932774,0.121294
"Single-Family Attached  (Own/Rent), 3 BR",Second Tercile,183000 to 270000,2.7991006,0.17765666,0.54585003,0.59781015,0.42342849,0.36425848,0.30777691,0.24191026,0.14040962
"Single-Family Attached  (Own/Rent), 3 BR",Third Tercile ,Above 270000,2.5678311,0.18104274,0.34888346,0.42028465,0.40049358,0.33496262,0.37087886,0.32257523,0.18870999
"2-4 Units  (Own/Rent), 0-1 BR",All Values,,1.5368505,0.07000466,0.11385242,0.52776664,0.19723363,0.18477848,0.23153137,0.13009073,0.08159261
"2-4 Units  (Own/Rent), 0-1 BR",First Tercile,Below 75000,1.2691249,0.04575549,0.04188791,0.34523107,0.12035398,0.16807604,0.25375287,0.17702393,0.11704359
"2-4 Units  (Own/Rent), 0-1 BR",Second Tercile,75000 to 113000,1.6112069,0.09433024,0.13992042,0.52818302,0.21820292,0.19446286,0.25981432,0.10799072,0.06830239
"2-4 Units  (Own/Rent), 0-1 BR",Third Tercile ,Above 113000,1.7244862,0.07020044,0.15848137,0.70371426,0.25148032,0.19166588,0.1830531,0.10585479,0.0600361
"2-4 Units  (Own/Rent), 2 BR",All Values,,2.2493321,0.15772479,0.33092555,0.68829586,0.31459868,0.24151051,0.23820352,0.16168946,0.11638371
"2-4 Units  (Own/Rent), 2 BR",First Tercile,Below 103000,2.0519934,0.17123797,0.31716662,0.60013297,0.24965631,0.22813324,0.20550585,0.16030741,0.11985306
"2-4 Units  (Own/Rent), 2 BR",Second Tercile,103000 to 159000,2.4099999,0.1850744,0.44186304,0.73016031,0.34879959,0.23922846,0.24339416,0.13360144,0.08787849
"2-4 Units  (Own/Rent), 2 BR",Third Tercile ,Above 159000,2.2827327,0.11702765,0.23336736,0.73317873,0.34429231,0.25696818,0.26520128,0.19118104,0.14151613
"2-4 Units (Own/Rent), 3 BR",All Values,,3.1449908,0.22627128,0.63846927,0.9022794,0.45497375,0.34143729,0.29025751,0.18025613,0.11104613
"2-4 Units (Own/Rent), 3 BR",First Tercile,Below 130000,3.1001302,0.25607289,0.78251727,0.78001402,0.43682788,0.31545009,0.26796836,0.16449384,0.09678582
"2-4 Units (Own/Rent), 3 BR",Second Tercile,130000 to 206000,3.4475635,0.2689836,0.7850891,1.0043369,0.50439599,0.3851719,0.27056064,0.14420044,0.08482495
"2-4 Units (Own/Rent), 3 BR",Third Tercile ,Above 206000,2.8905795,0.15533905,0.35452005,0.92029267,0.4239025,0.3235648,0.33125024,0.231029,0.15068121
"5-49 Units (Own), 0-1 BR",All Values,,1.3413836,0.01159081,0.04026493,0.30091676,0.20144582,0.19789185,0.23783369,0.18218166,0.16925811
"5-49 Units (Own), 0-1 BR",First Tercile,Below 105000,1.3100998,0.01620948,0.05274314,0.21720698,0.15760599,0.1882793,0.3255611,0.22032419,0.13216958
"5-49 Units (Own), 0-1 BR",Second Tercile,105000 to 199000,1.3410806,0.0130202,0.05171575,0.26162083,0.21160866,0.22633244,0.20540277,0.20418593,0.16719396
"5-49 Units (Own), 0-1 BR",Third Tercile ,Above 199000,1.3711135,0.00586648,0.01748211,0.41757597,0.23289921,0.17951426,0.18655403,0.12507333,0.20614807
"5-49 Units (Own), 2 BR",All Values,,1.7429847,0.07603506,0.11437235,0.39148795,0.27412757,0.23025525,0.25704835,0.21261371,0.18704449
"5-49 Units (Own), 2 BR",First Tercile,Below 144000,1.7894926,0.0684059,0.16603095,0.32849946,0.26696653,0.25768262,0.281828,0.22015113,0.19992803
"5-49 Units (Own), 2 BR",Second Tercile,144000 to 249000,1.705295,0.07214635,0.1179142,0.34288843,0.2413682,0.21473203,0.28684617,0.21978871,0.20961093
"5-49 Units (Own), 2 BR",Third Tercile ,Above 249000,1.7391468,0.08648021,0.0658568,0.49380042,0.31230185,0.22145839,0.20639106,0.19904574,0.15381235
"5-49 Units (Own), 3 BR",All Values,,2.3962578,0.20568774,0.30861925,0.47254722,0.38284913,0.33512992,0.29420271,0.20857982,0.18864204
"5-49 Units (Own), 3 BR",First Tercile,Below 243000,2.2967891,0.08706971,0.35840324,0.38718542,0.31457911,0.29331791,0.42247614,0.20147527,0.23228233
"5-49 Units (Own), 3 BR",Second Tercile,243000 to 471000,2.4656731,0.23308087,0.32738822,0.46054239,0.42340581,0.40557049,0.21878817,0.19692157,0.19997557
"5-49 Units (Own), 3 BR",Third Tercile ,Above 471000,2.4117342,0.28286491,0.24413936,0.5617148,0.40098433,0.29788887,0.25929284,0.22730216,0.13754695
"5-49 Units (Rent), 0-1 BR",All Values,,1.4078847,0.05644306,0.0695319,0.58263519,0.18452378,0.14725568,0.18349154,0.11046653,0.073537
"5-49 Units (Rent), 0-1 BR",First Tercile,Below 89000,1.2541218,0.03781672,0.03562939,0.38925555,0.13045567,0.13789005,0.23953118,0.16439084,0.11915238
